Vegetable,Year,Month,MonthNum,Date,Price,Annual_Price
Gabi,2018,August,8,8/1/2018,50.05,41.59
Gabi,2018,September,9,9/1/2018,55.12,41.59
Gabi,2018,October,10,10/1/2018,50.88,41.59
Gabi,2018,November,11,11/1/2018,45.92,41.59
Gabi,2018,December,12,12/1/2018,40.05,41.59
Gabi,2019,January,1,1/1/2019,45.88,46.35
Gabi,2019,February,2,2/1/2019,40.03,46.35
Gabi,2019,March,3,3/1/2019,35.12,46.35
Gabi,2019,April,4,4/1/2019,30.99,46.35
Gabi,2019,May,5,5/1/2019,40.05,46.35
Gabi,2019,June,6,6/1/2019,45.92,46.35
Gabi,2019,July,7,7/1/2019,50.11,46.35
Gabi,2019,August,8,8/1/2019,55.88,46.35
Gabi,2019,September,9,9/1/2019,60.03,46.35
Gabi,2019,October,10,10/1/2019,55.99,46.35
Gabi,2019,November,11,11/1/2019,50.05,46.35
Gabi,2019,December,12,12/1/2019,45.12,46.35
Gabi,2020,January,1,1/1/2020,50.05,51.35
Gabi,2020,February,2,2/1/2020,45.92,51.35
Gabi,2020,March,3,3/1/2020,40.11,51.35
Gabi,2020,April,4,4/1/2020,35.88,51.35
Gabi,2020,May,5,5/1/2020,45.99,51.35
Gabi,2020,June,6,6/1/2020,50.03,51.35
Gabi,2020,July,7,7/1/2020,55.12,51.35
Gabi,2020,August,8,8/1/2020,60.88,51.35
Gabi,2020,September,9,9/1/2020,65.05,51.35
Gabi,2020,October,10,10/1/2020,60.99,51.35
Gabi,2020,November,11,11/1/2020,55.12,51.35
Gabi,2020,December,12,12/1/2020,50.05,51.35
Gabi,2021,January,1,1/1/2021,55.99,57.1
Gabi,2021,February,2,2/1/2021,50.05,57.1
Gabi,2021,March,3,3/1/2021,45.92,57.1
Gabi,2021,April,4,4/1/2021,40.03,57.1
Gabi,2021,May,5,5/1/2021,50.12,57.1
Gabi,2021,June,6,6/1/2021,55.88,57.1
Gabi,2021,July,7,7/1/2021,60.99,57.1
Gabi,2021,August,8,8/1/2021,65.05,57.1
Gabi,2021,September,9,9/1/2021,70.11,57.1
Gabi,2021,October,10,10/1/2021,65.88,57.1
Gabi,2021,November,11,11/1/2021,60.03,57.1
Gabi,2021,December,12,12/1/2021,55.12,57.1
Gabi,2022,January,1,1/1/2022,60.03,61.35
Gabi,2022,February,2,2/1/2022,55.99,61.35
Gabi,2022,March,3,3/1/2022,50.05,61.35
Gabi,2022,April,4,4/1/2022,45.92,61.35
Gabi,2022,May,5,5/1/2022,55.12,61.35
Gabi,2022,June,6,6/1/2022,60.99,61.35
Gabi,2022,July,7,7/1/2022,65.05,61.35
Gabi,2022,August,8,8/1/2022,70.11,61.35
Gabi,2022,September,9,9/1/2022,75.88,61.35
Gabi,2022,October,10,10/1/2022,70.03,61.35
Gabi,2022,November,11,11/1/2022,65.92,61.35
Gabi,2022,December,12,12/1/2022,60.15,61.35
Gabi,2023,January,1,1/1/2023,65.99,66.69
Gabi,2023,February,2,2/1/2023,60.03,66.69
Gabi,2023,March,3,3/1/2023,55.99,66.69
Gabi,2023,April,4,4/1/2023,50.12,66.69
Gabi,2023,May,5,5/1/2023,60.03,66.69
Gabi,2023,June,6,6/1/2023,65.92,66.69
Gabi,2023,July,7,7/1/2023,70.05,66.69
Gabi,2023,August,8,8/1/2023,75.12,66.69
Gabi,2023,September,9,9/1/2023,80.03,66.69
Gabi,2023,October,10,10/1/2023,75.88,66.69
Gabi,2023,November,11,11/1/2023,70.11,66.69
Gabi,2023,December,12,12/1/2023,65.05,66.69
Gabi,2024,January,1,1/1/2024,70.92,71.35
Gabi,2024,February,2,2/1/2024,65.05,71.35
Gabi,2024,March,3,3/1/2024,60.03,71.35
Gabi,2024,April,4,4/1/2024,55.99,71.35
Gabi,2024,May,5,5/1/2024,65.12,71.35
Gabi,2024,June,6,6/1/2024,70.99,71.35
Gabi,2024,July,7,7/1/2024,75.12,71.35
Gabi,2024,August,8,8/1/2024,80.03,71.35
Gabi,2024,September,9,9/1/2024,85.92,71.35
Gabi,2024,October,10,10/1/2024,80.11,71.35
Gabi,2024,November,11,11/1/2024,75.88,71.35
Gabi,2024,December,12,12/1/2024,70.05,71.35
Ginger,2018,January,1,1/1/2018,90.54,100.53
Ginger,2018,February,2,2/1/2018,85.12,100.53
Ginger,2018,March,3,3/1/2018,80.78,100.53
Ginger,2018,April,4,4/1/2018,75.36,100.53
Ginger,2018,May,5,5/1/2018,80.22,100.53
Ginger,2018,June,6,6/1/2018,90.65,100.53
Ginger,2018,July,7,7/1/2018,110.19,100.53
Ginger,2018,August,8,8/1/2018,120.89,100.53
Ginger,2018,September,9,9/1/2018,130.45,100.53
Ginger,2018,October,10,10/1/2018,115.33,100.53
Ginger,2018,November,11,11/1/2018,100.91,100.53
Ginger,2018,December,12,12/1/2018,95.87,100.53
Ginger,2019,January,1,1/1/2019,100.67,110.92
Ginger,2019,February,2,2/1/2019,95.93,110.92
Ginger,2019,March,3,3/1/2019,90.81,110.92
Ginger,2019,April,4,4/1/2019,85.34,110.92
Ginger,2019,May,5,5/1/2019,90.49,110.92
Ginger,2019,June,6,6/1/2019,100.28,110.92
Ginger,2019,July,7,7/1/2019,120.15,110.92
Ginger,2019,August,8,8/1/2019,135.56,110.92
Ginger,2019,September,9,9/1/2019,145.72,110.92
Ginger,2019,October,10,10/1/2019,130.63,110.92
Ginger,2019,November,11,11/1/2019,110.14,110.92
Ginger,2019,December,12,12/1/2019,105.32,110.92
Ginger,2020,January,1,1/1/2020,110.41,120.42
Ginger,2020,February,2,2/1/2020,105.79,120.42
Ginger,2020,March,3,3/1/2020,100.34,120.42
Ginger,2020,April,4,4/1/2020,95.66,120.42
Ginger,2020,May,5,5/1/2020,100.12,120.42
Ginger,2020,June,6,6/1/2020,110.88,120.42
Ginger,2020,July,7,7/1/2020,130.95,120.42
Ginger,2020,August,8,8/1/2020,150.31,120.42
Ginger,2020,September,9,9/1/2020,160.77,120.42
Ginger,2020,October,10,10/1/2020,140.05,120.42
Ginger,2020,November,11,11/1/2020,120.33,120.42
Ginger,2020,December,12,12/1/2020,115.48,120.42
Ginger,2021,January,1,1/1/2021,120.25,130.92
Ginger,2021,February,2,2/1/2021,115.54,130.92
Ginger,2021,March,3,3/1/2021,110.66,130.92
Ginger,2021,April,4,4/1/2021,105.39,130.92
Ginger,2021,May,5,5/1/2021,110.02,130.92
Ginger,2021,June,6,6/1/2021,120.47,130.92
Ginger,2021,July,7,7/1/2021,140.89,130.92
Ginger,2021,August,8,8/1/2021,165.73,130.92
Ginger,2021,September,9,9/1/2021,175.11,130.92
Ginger,2021,October,10,10/1/2021,150.28,130.92
Ginger,2021,November,11,11/1/2021,130.93,130.92
Ginger,2021,December,12,12/1/2021,125.76,130.92
Ginger,2022,January,1,1/1/2022,140.82,145.97
Ginger,2022,February,2,2/1/2022,130.68,145.97
Ginger,2022,March,3,3/1/2022,120.91,145.97
Ginger,2022,April,4,4/1/2022,115.25,145.97
Ginger,2022,May,5,5/1/2022,120.77,145.97
Ginger,2022,June,6,6/1/2022,130.43,145.97
Ginger,2022,July,7,7/1/2022,150.99,145.97
Ginger,2022,August,8,8/1/2022,180.14,145.97
Ginger,2022,September,9,9/1/2022,200.56,145.97
Ginger,2022,October,10,10/1/2022,170.83,145.97
Ginger,2022,November,11,11/1/2022,150.15,145.97
Ginger,2022,December,12,12/1/2022,140.06,145.97
Ginger,2023,January,1,1/1/2023,160.01,166.08
Ginger,2023,February,2,2/1/2023,150.68,166.08
Ginger,2023,March,3,3/1/2023,140.23,166.08
Ginger,2023,April,4,4/1/2023,135.94,166.08
Ginger,2023,May,5,5/1/2023,140.87,166.08
Ginger,2023,June,6,6/1/2023,150.11,166.08
Ginger,2023,July,7,7/1/2023,170.52,166.08
Ginger,2023,August,8,8/1/2023,200.96,166.08
Ginger,2023,September,9,9/1/2023,220.18,166.08
Ginger,2023,October,10,10/1/2023,190.75,166.08
Ginger,2023,November,11,11/1/2023,170.36,166.08
Ginger,2023,December,12,12/1/2023,160.29,166.08
Ginger,2024,January,1,1/1/2024,180.44,184.94
Ginger,2024,February,2,2/1/2024,170.85,184.94
Ginger,2024,March,3,3/1/2024,160.98,184.94
Ginger,2024,April,4,4/1/2024,155.12,184.94
Ginger,2024,May,5,5/1/2024,160.47,184.94
Ginger,2024,June,6,6/1/2024,170.03,184.94
Ginger,2024,July,7,7/1/2024,190.15,184.94
Ginger,2024,August,8,8/1/2024,220.78,184.94
Ginger,2024,September,9,9/1/2024,240.29,184.94
Ginger,2024,October,10,10/1/2024,210.06,184.94
Ginger,2024,November,11,11/1/2024,190.81,184.94
Ginger,2024,December,12,12/1/2024,180.34,184.94
Kamote,2018,January,1,1/1/2018,35.15,37.47
Kamote,2018,February,2,2/1/2018,30.99,37.47
Kamote,2018,March,3,3/1/2018,30.03,37.47
Kamote,2018,April,4,4/1/2018,25.88,37.47
Kamote,2018,May,5,5/1/2018,30.12,37.47
Kamote,2018,June,6,6/1/2018,35.05,37.47
Kamote,2018,July,7,7/1/2018,40.11,37.47
Kamote,2018,August,8,8/1/2018,45.92,37.47
Kamote,2018,September,9,9/1/2018,50.03,37.47
Kamote,2018,October,10,10/1/2018,45.15,37.47
Kamote,2018,November,11,11/1/2018,40.88,37.47
Kamote,2018,December,12,12/1/2018,35.99,37.47
Kamote,2019,January,1,1/1/2019,40.03,41.93
Kamote,2019,February,2,2/1/2019,35.15,41.93
Kamote,2019,March,3,3/1/2019,33.99,41.93
Kamote,2019,April,4,4/1/2019,30.05,41.93
Kamote,2019,May,5,5/1/2019,35.88,41.93
Kamote,2019,June,6,6/1/2019,40.11,41.93
Kamote,2019,July,7,7/1/2019,45.92,41.93
Kamote,2019,August,8,8/1/2019,50.05,41.93
Kamote,2019,September,9,9/1/2019,55.12,41.93
Kamote,2019,October,10,10/1/2019,50.99,41.93
Kamote,2019,November,11,11/1/2019,45.88,41.93
Kamote,2019,December,12,12/1/2019,40.03,41.93
Kamote,2020,January,1,1/1/2020,45.99,47.34
Kamote,2020,February,2,2/1/2020,40.03,47.34
Kamote,2020,March,3,3/1/2020,38.15,47.34
Kamote,2020,April,4,4/1/2020,35.92,47.34
Kamote,2020,May,5,5/1/2020,40.05,47.34
Kamote,2020,June,6,6/1/2020,45.88,47.34
Kamote,2020,July,7,7/1/2020,50.12,47.34
Kamote,2020,August,8,8/1/2020,55.99,47.34
Kamote,2020,September,9,9/1/2020,60.03,47.34
Kamote,2020,October,10,10/1/2020,55.12,47.34
Kamote,2020,November,11,11/1/2020,50.99,47.34
Kamote,2020,December,12,12/1/2020,45.88,47.34
Kamote,2021,January,1,1/1/2021,50.05,53.6
Kamote,2021,February,2,2/1/2021,45.99,53.6
Kamote,2021,March,3,3/1/2021,43.12,53.6
Kamote,2021,April,4,4/1/2021,40.03,53.6
Kamote,2021,May,5,5/1/2021,45.88,53.6
Kamote,2021,June,6,6/1/2021,50.11,53.6
Kamote,2021,July,7,7/1/2021,55.92,53.6
Kamote,2021,August,8,8/1/2021,60.05,53.6
Kamote,2021,September,9,9/1/2021,65.99,53.6
Kamote,2021,October,10,10/1/2021,60.12,53.6
Kamote,2021,November,11,11/1/2021,55.88,53.6
Kamote,2021,December,12,12/1/2021,50.03,53.6
Kamote,2022,January,1,1/1/2022,55.92,57.82
Kamote,2022,February,2,2/1/2022,50.05,57.82
Kamote,2022,March,3,3/1/2022,48.99,57.82
Kamote,2022,April,4,4/1/2022,45.12,57.82
Kamote,2022,May,5,5/1/2022,50.03,57.82
Kamote,2022,June,6,6/1/2022,55.99,57.82
Kamote,2022,July,7,7/1/2022,60.15,57.82
Kamote,2022,August,8,8/1/2022,65.92,57.82
Kamote,2022,September,9,9/1/2022,70.05,57.82
Kamote,2022,October,10,10/1/2022,65.12,57.82
Kamote,2022,November,11,11/1/2022,60.99,57.82
Kamote,2022,December,12,12/1/2022,55.12,57.82
Kamote,2023,January,1,1/1/2023,60.11,62.79
Kamote,2023,February,2,2/1/2023,55.92,62.79
Kamote,2023,March,3,3/1/2023,53.05,62.79
Kamote,2023,April,4,4/1/2023,50.03,62.79
Kamote,2023,May,5,5/1/2023,55.12,62.79
Kamote,2023,June,6,6/1/2023,60.99,62.79
Kamote,2023,July,7,7/1/2023,65.92,62.79
Kamote,2023,August,8,8/1/2023,70.05,62.79
Kamote,2023,September,9,9/1/2023,75.12,62.79
Kamote,2023,October,10,10/1/2023,70.99,62.79
Kamote,2023,November,11,11/1/2023,65.12,62.79
Kamote,2023,December,12,12/1/2023,60.03,62.79
Kamote,2024,January,1,1/1/2024,65.03,67.35
Kamote,2024,February,2,2/1/2024,60.11,67.35
Kamote,2024,March,3,3/1/2024,58.99,67.35
Kamote,2024,April,4,4/1/2024,55.92,67.35
Kamote,2024,May,5,5/1/2024,60.05,67.35
Kamote,2024,June,6,6/1/2024,65.99,67.35
Kamote,2024,July,7,7/1/2024,70.12,67.35
Kamote,2024,August,8,8/1/2024,75.03,67.35
Kamote,2024,September,9,9/1/2024,80.05,67.35
Kamote,2024,October,10,10/1/2024,75.92,67.35
Kamote,2024,November,11,11/1/2024,70.11,67.35
Kamote,2024,December,12,12/1/2024,65.88,67.35
Kangkong,2018,January,1,1/1/2018,29.16,32.25
Kangkong,2018,February,2,2/1/2018,29.47,32.25
Kangkong,2018,March,3,3/1/2018,29.76,32.25
Kangkong,2018,April,4,4/1/2018,31.63,32.25
Kangkong,2018,May,5,5/1/2018,31.9,32.25
Kangkong,2018,June,6,6/1/2018,31.92,32.25
Kangkong,2018,July,7,7/1/2018,33.35,32.25
Kangkong,2018,August,8,8/1/2018,33.86,32.25
Kangkong,2018,September,9,9/1/2018,34.11,32.25
Kangkong,2018,October,10,10/1/2018,33.93,32.25
Kangkong,2018,November,11,11/1/2018,33.76,32.25
Kangkong,2018,December,12,12/1/2018,34.15,32.25
Kangkong,2019,January,1,1/1/2019,34.75,33.78
Kangkong,2019,February,2,2/1/2019,34.99,33.78
Kangkong,2019,March,3,3/1/2019,33.42,33.78
Kangkong,2019,April,4,4/1/2019,32.79,33.78
Kangkong,2019,May,5,5/1/2019,33.28,33.78
Kangkong,2019,June,6,6/1/2019,33.71,33.78
Kangkong,2019,July,7,7/1/2019,34.06,33.78
Kangkong,2019,August,8,8/1/2019,33.89,33.78
Kangkong,2019,September,9,9/1/2019,33.71,33.78
Kangkong,2019,October,10,10/1/2019,33.57,33.78
Kangkong,2019,November,11,11/1/2019,33.41,33.78
Kangkong,2019,December,12,12/1/2019,33.77,33.78
Kangkong,2020,January,1,1/1/2020,33.55,35.53
Kangkong,2020,February,2,2/1/2020,34.3,35.53
Kangkong,2020,March,3,3/1/2020,34.75,35.53
Kangkong,2020,April,4,4/1/2020,35.07,35.53
Kangkong,2020,May,5,5/1/2020,35.44,35.53
Kangkong,2020,June,6,6/1/2020,35.91,35.53
Kangkong,2020,July,7,7/1/2020,36.31,35.53
Kangkong,2020,August,8,8/1/2020,35.78,35.53
Kangkong,2020,September,9,9/1/2020,35.62,35.53
Kangkong,2020,October,10,10/1/2020,35.39,35.53
Kangkong,2020,November,11,11/1/2020,36.87,35.53
Kangkong,2020,December,12,12/1/2020,37.36,35.53
Kangkong,2021,January,1,1/1/2021,37.74,39.24
Kangkong,2021,February,2,2/1/2021,38.03,39.24
Kangkong,2021,March,3,3/1/2021,39.56,39.24
Kangkong,2021,April,4,4/1/2021,38.56,39.24
Kangkong,2021,May,5,5/1/2021,36.78,39.24
Kangkong,2021,June,6,6/1/2021,38.1,39.24
Kangkong,2021,July,7,7/1/2021,40.04,39.24
Kangkong,2021,August,8,8/1/2021,39.47,39.24
Kangkong,2021,September,9,9/1/2021,40.18,39.24
Kangkong,2021,October,10,10/1/2021,39.18,39.24
Kangkong,2021,November,11,11/1/2021,41.18,39.24
Kangkong,2021,December,12,12/1/2021,42.03,39.24
Kangkong,2022,January,1,1/1/2022,47.13,44.32
Kangkong,2022,February,2,2/1/2022,45.24,44.32
Kangkong,2022,March,3,3/1/2022,42.45,44.32
Kangkong,2022,April,4,4/1/2022,42.29,44.32
Kangkong,2022,May,5,5/1/2022,42.61,44.32
Kangkong,2022,June,6,6/1/2022,42.53,44.32
Kangkong,2022,July,7,7/1/2022,42.88,44.32
Kangkong,2022,August,8,8/1/2022,42.87,44.32
Kangkong,2022,September,9,9/1/2022,43.08,44.32
Kangkong,2022,October,10,10/1/2022,43.5,44.32
Kangkong,2022,November,11,11/1/2022,48.03,44.32
Kangkong,2022,December,12,12/1/2022,49.16,44.32
Kangkong,2023,January,1,1/1/2023,47.88,48.23
Kangkong,2023,February,2,2/1/2023,53.82,48.23
Kangkong,2023,March,3,3/1/2023,51.41,48.23
Kangkong,2023,April,4,4/1/2023,49.48,48.23
Kangkong,2023,May,5,5/1/2023,46.89,48.23
Kangkong,2023,June,6,6/1/2023,48.25,48.23
Kangkong,2023,July,7,7/1/2023,45.1,48.23
Kangkong,2023,August,8,8/1/2023,46.34,48.23
Kangkong,2023,September,9,9/1/2023,46.08,48.23
Kangkong,2023,October,10,10/1/2023,45.26,48.23
Kangkong,2023,November,11,11/1/2023,47.21,48.23
Kangkong,2023,December,12,12/1/2023,50.99,48.23
Kangkong,2024,January,1,1/1/2024,49.8,53.12
Kangkong,2024,February,2,2/1/2024,51.23,53.12
Kangkong,2024,March,3,3/1/2024,50.45,53.12
Kangkong,2024,April,4,4/1/2024,51.89,53.12
Kangkong,2024,May,5,5/1/2024,62.07,53.12
Kangkong,2024,June,6,6/1/2024,61.75,53.12
Kangkong,2024,July,7,7/1/2024,50.89,53.12
Kangkong,2024,August,8,8/1/2024,53.4,53.12
Kangkong,2024,September,9,9/1/2024,51.59,53.12
Kangkong,2024,October,10,10/1/2024,50.15,53.12
Kangkong,2024,November,11,11/1/2024,50.68,53.12
Kangkong,2024,December,12,12/1/2024,53.46,53.12
Labanos,2018,January,1,1/1/2018,30.55,28.12
Labanos,2018,February,2,2/1/2018,25.18,28.12
Labanos,2018,March,3,3/1/2018,20.39,28.12
Labanos,2018,April,4,4/1/2018,18.91,28.12
Labanos,2018,May,5,5/1/2018,20.73,28.12
Labanos,2018,June,6,6/1/2018,25.12,28.12
Labanos,2018,July,7,7/1/2018,30.88,28.12
Labanos,2018,August,8,8/1/2018,35.1,28.12
Labanos,2018,September,9,9/1/2018,40.54,28.12
Labanos,2018,October,10,10/1/2018,35.66,28.12
Labanos,2018,November,11,11/1/2018,30.82,28.12
Labanos,2018,December,12,12/1/2018,28.59,28.12
Labanos,2019,January,1,1/1/2019,35.43,33.26
Labanos,2019,February,2,2/1/2019,30.16,33.26
Labanos,2019,March,3,3/1/2019,25.88,33.26
Labanos,2019,April,4,4/1/2019,23.47,33.26
Labanos,2019,May,5,5/1/2019,25.92,33.26
Labanos,2019,June,6,6/1/2019,30.67,33.26
Labanos,2019,July,7,7/1/2019,35.39,33.26
Labanos,2019,August,8,8/1/2019,40.85,33.26
Labanos,2019,September,9,9/1/2019,45.24,33.26
Labanos,2019,October,10,10/1/2019,40.71,33.26
Labanos,2019,November,11,11/1/2019,35.33,33.26
Labanos,2019,December,12,12/1/2019,33.9,33.26
Labanos,2020,January,1,1/1/2020,40.13,37.69
Labanos,2020,February,2,2/1/2020,35.79,37.69
Labanos,2020,March,3,3/1/2020,30.01,37.69
Labanos,2020,April,4,4/1/2020,28.52,37.69
Labanos,2020,May,5,5/1/2020,30.48,37.69
Labanos,2020,June,6,6/1/2020,35.96,37.69
Labanos,2020,July,7,7/1/2020,40.75,37.69
Labanos,2020,August,8,8/1/2020,45.88,37.69
Labanos,2020,September,9,9/1/2020,50.04,37.69
Labanos,2020,October,10,10/1/2020,45.19,37.69
Labanos,2020,November,11,11/1/2020,40.94,37.69
Labanos,2020,December,12,12/1/2020,38.6,37.69
Labanos,2021,January,1,1/1/2021,45.08,43.48
Labanos,2021,February,2,2/1/2021,40.97,43.48
Labanos,2021,March,3,3/1/2021,35.59,43.48
Labanos,2021,April,4,4/1/2021,33.4,43.48
Labanos,2021,May,5,5/1/2021,35.8,43.48
Labanos,2021,June,6,6/1/2021,40.66,43.48
Labanos,2021,July,7,7/1/2021,45.81,43.48
Labanos,2021,August,8,8/1/2021,50.23,43.48
Labanos,2021,September,9,9/1/2021,55.47,43.48
Labanos,2021,October,10,10/1/2021,50.62,43.48
Labanos,2021,November,11,11/1/2021,45.93,43.48
Labanos,2021,December,12,12/1/2021,43.14,43.48
Labanos,2022,January,1,1/1/2022,50.84,48.4
Labanos,2022,February,2,2/1/2022,45.16,48.4
Labanos,2022,March,3,3/1/2022,40.99,48.4
Labanos,2022,April,4,4/1/2022,38.65,48.4
Labanos,2022,May,5,5/1/2022,40.7,48.4
Labanos,2022,June,6,6/1/2022,45.13,48.4
Labanos,2022,July,7,7/1/2022,50.27,48.4
Labanos,2022,August,8,8/1/2022,55.77,48.4
Labanos,2022,September,9,9/1/2022,60.18,48.4
Labanos,2022,October,10,10/1/2022,55.93,48.4
Labanos,2022,November,11,11/1/2022,50.12,48.4
Labanos,2022,December,12,12/1/2022,48.05,48.4
Labanos,2023,January,1,1/1/2023,55.01,53.43
Labanos,2023,February,2,2/1/2023,50.92,53.43
Labanos,2023,March,3,3/1/2023,45.38,53.43
Labanos,2023,April,4,4/1/2023,43.19,53.43
Labanos,2023,May,5,5/1/2023,45.24,53.43
Labanos,2023,June,6,6/1/2023,50.86,53.43
Labanos,2023,July,7,7/1/2023,55.15,53.43
Labanos,2023,August,8,8/1/2023,60.97,53.43
Labanos,2023,September,9,9/1/2023,65.41,53.43
Labanos,2023,October,10,10/1/2023,60.03,53.43
Labanos,2023,November,11,11/1/2023,55.99,53.43
Labanos,2023,December,12,12/1/2023,53.07,53.43
Labanos,2024,January,1,1/1/2024,60.4,57.59
Labanos,2024,February,2,2/1/2024,55.18,57.59
Labanos,2024,March,3,3/1/2024,50.97,57.59
Labanos,2024,April,4,4/1/2024,48.06,57.59
Labanos,2024,May,5,5/1/2024,50.14,57.59
Labanos,2024,June,6,6/1/2024,55.25,57.59
Labanos,2024,July,7,7/1/2024,60.89,57.59
Labanos,2024,August,8,8/1/2024,65.41,57.59
Labanos,2024,September,9,9/1/2024,70.33,57.59
Labanos,2024,October,10,10/1/2024,65.19,57.59
Labanos,2024,November,11,11/1/2024,60.08,57.59
Labanos,2024,December,12,12/1/2024,58.15,57.59
Lettuce,2018,January,1,1/1/2018,80.14,79.54
Lettuce,2018,February,2,2/1/2018,75.92,79.54
Lettuce,2018,March,3,3/1/2018,70.08,79.54
Lettuce,2018,April,4,4/1/2018,65.15,79.54
Lettuce,2018,May,5,5/1/2018,70.88,79.54
Lettuce,2018,June,6,6/1/2018,75.05,79.54
Lettuce,2018,July,7,7/1/2018,80.11,79.54
Lettuce,2018,August,8,8/1/2018,85.99,79.54
Lettuce,2018,September,9,9/1/2018,90.03,79.54
Lettuce,2018,October,10,10/1/2018,85.12,79.54
Lettuce,2018,November,11,11/1/2018,80.09,79.54
Lettuce,2018,December,12,12/1/2018,75.88,79.54
Lettuce,2019,January,1,1/1/2019,85.92,84.32
Lettuce,2019,February,2,2/1/2019,80.11,84.32
Lettuce,2019,March,3,3/1/2019,75.88,84.32
Lettuce,2019,April,4,4/1/2019,70.03,84.32
Lettuce,2019,May,5,5/1/2019,75.92,84.32
Lettuce,2019,June,6,6/1/2019,80.14,84.32
Lettuce,2019,July,7,7/1/2019,85.05,84.32
Lettuce,2019,August,8,8/1/2019,90.88,84.32
Lettuce,2019,September,9,9/1/2019,95.11,84.32
Lettuce,2019,October,10,10/1/2019,90.03,84.32
Lettuce,2019,November,11,11/1/2019,85.88,84.32
Lettuce,2019,December,12,12/1/2019,80.91,84.32
Lettuce,2020,January,1,1/1/2020,90.05,88.62
Lettuce,2020,February,2,2/1/2020,85.12,88.62
Lettuce,2020,March,3,3/1/2020,80.04,88.62
Lettuce,2020,April,4,4/1/2020,75.88,88.62
Lettuce,2020,May,5,5/1/2020,80.11,88.62
Lettuce,2020,June,6,6/1/2020,85.92,88.62
Lettuce,2020,July,7,7/1/2020,90.09,88.62
Lettuce,2020,August,8,8/1/2020,95.15,88.62
Lettuce,2020,September,9,9/1/2020,100.88,88.62
Lettuce,2020,October,10,10/1/2020,95.14,88.62
Lettuce,2020,November,11,11/1/2020,90.05,88.62
Lettuce,2020,December,12,12/1/2020,85.99,88.62
Lettuce,2021,January,1,1/1/2021,95.88,93.26
Lettuce,2021,February,2,2/1/2021,90.11,93.26
Lettuce,2021,March,3,3/1/2021,85.92,93.26
Lettuce,2021,April,4,4/1/2021,80.05,93.26
Lettuce,2021,May,5,5/1/2021,85.12,93.26
Lettuce,2021,June,6,6/1/2021,90.08,93.26
Lettuce,2021,July,7,7/1/2021,95.91,93.26
Lettuce,2021,August,8,8/1/2021,100.15,93.26
Lettuce,2021,September,9,9/1/2021,105.88,93.26
Lettuce,2021,October,10,10/1/2021,100.03,93.26
Lettuce,2021,November,11,11/1/2021,95.14,93.26
Lettuce,2021,December,12,12/1/2021,90.89,93.26
Lettuce,2022,January,1,1/1/2022,100.99,98.01
Lettuce,2022,February,2,2/1/2022,95.88,98.01
Lettuce,2022,March,3,3/1/2022,90.11,98.01
Lettuce,2022,April,4,4/1/2022,85.92,98.01
Lettuce,2022,May,5,5/1/2022,90.03,98.01
Lettuce,2022,June,6,6/1/2022,95.15,98.01
Lettuce,2022,July,7,7/1/2022,100.88,98.01
Lettuce,2022,August,8,8/1/2022,105.99,98.01
Lettuce,2022,September,9,9/1/2022,110.12,98.01
Lettuce,2022,October,10,10/1/2022,105.05,98.01
Lettuce,2022,November,11,11/1/2022,100.91,98.01
Lettuce,2022,December,12,12/1/2022,95.08,98.01
Lettuce,2023,January,1,1/1/2023,105.03,103.27
Lettuce,2023,February,2,2/1/2023,100.99,103.27
Lettuce,2023,March,3,3/1/2023,95.05,103.27
Lettuce,2023,April,4,4/1/2023,90.11,103.27
Lettuce,2023,May,5,5/1/2023,95.99,103.27
Lettuce,2023,June,6,6/1/2023,100.15,103.27
Lettuce,2023,July,7,7/1/2023,105.88,103.27
Lettuce,2023,August,8,8/1/2023,110.03,103.27
Lettuce,2023,September,9,9/1/2023,115.92,103.27
Lettuce,2023,October,10,10/1/2023,110.05,103.27
Lettuce,2023,November,11,11/1/2023,105.14,103.27
Lettuce,2023,December,12,12/1/2023,100.91,103.27
Lettuce,2024,January,1,1/1/2024,110.05,108.21
Lettuce,2024,February,2,2/1/2024,105.99,108.21
Lettuce,2024,March,3,3/1/2024,100.12,108.21
Lettuce,2024,April,4,4/1/2024,95.05,108.21
Lettuce,2024,May,5,5/1/2024,100.92,108.21
Lettuce,2024,June,6,6/1/2024,105.14,108.21
Lettuce,2024,July,7,7/1/2024,110.03,108.21
Lettuce,2024,August,8,8/1/2024,115.99,108.21
Lettuce,2024,September,9,9/1/2024,120.12,108.21
Lettuce,2024,October,10,10/1/2024,115.88,108.21
Lettuce,2024,November,11,11/1/2024,110.09,108.21
Lettuce,2024,December,12,12/1/2024,105.11,108.21
Mustasa,2018,January,1,1/1/2018,35.53,34.54
Mustasa,2018,February,2,2/1/2018,30.69,34.54
Mustasa,2018,March,3,3/1/2018,28.02,34.54
Mustasa,2018,April,4,4/1/2018,25.1,34.54
Mustasa,2018,May,5,5/1/2018,28.55,34.54
Mustasa,2018,June,6,6/1/2018,32.74,34.54
Mustasa,2018,July,7,7/1/2018,38.68,34.54
Mustasa,2018,August,8,8/1/2018,42.11,34.54
Mustasa,2018,September,9,9/1/2018,45.03,34.54
Mustasa,2018,October,10,10/1/2018,40.58,34.54
Mustasa,2018,November,11,11/1/2018,35.17,34.54
Mustasa,2018,December,12,12/1/2018,32.06,34.54
Mustasa,2019,January,1,1/1/2019,38.07,38.33
